Date;Open;High;Low;Close;Volume;Adj;Close
2013-10-24;48.5;48.5;48.5;48.5;0;48.5;
2013-10-23;48.5;48.5;48.5;48.5;0;48.5;
2013-10-22;48.5;48.5;48.5;48.5;0;48.5;
2013-10-21;48.5;48.5;48.5;48.5;0;48.5;
2013-10-18;48.5;48.5;48.5;48.5;0;48.5;
2013-10-17;48.5;48.5;48.5;48.5;0;48.5;
2013-10-16;48.5;48.5;48.5;48.5;0;48.5;
2013-10-15;48.5;48.5;48.5;48.5;0;48.5;
2013-10-14;48.5;48.5;48.5;48.5;0;48.5;
2013-10-11;48.5;48.5;48.5;48.5;0;48.5;
2013-10-10;48.5;48.5;48.5;48.5;0;48.5;
2013-10-09;48.5;48.5;48.5;48.5;0;48.5;
2013-10-08;51;51;51;51;0;51;
2013-10-07;49.05;49.05;49.05;49.05;0;49.05;
2013-10-04;49.05;49.05;49.05;49.05;0;49.05;
2013-10-03;49.05;49.05;49.05;49.05;0;49.05;
2013-10-02;49.05;49.05;49.05;49.05;0;49.05;
2013-10-01;54;54;49.05;49.05;0;49.05;
2013-09-30;51.5;51.5;51.5;51.5;0;51.5;
2013-09-27;51.5;51.5;51.5;51.5;0;51.5;
2013-09-26;51.5;51.5;51.5;51.5;0;51.5;
2013-09-25;51.5;51.5;51.5;51.5;0;51.5;
2013-09-24;51.5;51.5;51.5;51.5;0;51.5;
2013-09-23;51.5;51.5;51.5;51.5;0;51.5;
2013-09-20;51.5;51.5;51.5;51.5;0;51.5;
2013-09-19;51.5;51.5;51.5;51.5;0;51.5;
2013-09-18;52;52;52;52;0;52;
2013-09-17;50.5;50.5;50.5;50.5;0;50.5;
2013-09-16;50;52.9;50;50.5;0;49.5;
2013-09-13;50.4;50.4;50.4;50.4;0;49.4;
2013-09-12;50.4;50.4;50.4;50.4;100;49.4;
2013-09-11;53;53;53;53;0;51.95;
2013-09-10;55.75;55.75;55.75;55.75;0;54.65;
2013-09-09;53.1;53.1;53.1;53.1;0;52.05;
2013-09-06;53.1;53.1;53.1;53.1;0;52.05;
2013-09-05;54;54;53.1;53.1;0;52.05;
2013-09-04;55;55;55;55;0;53.91;
2013-09-03;53;53;53;53;0;51.95;
2013-09-02;54;54;51.1;51.1;0;50.09;
2013-08-30;53;53;53;53;0;51.95;
2013-08-29;53;53;53;53;0;51.95;
2013-08-28;53;53;53;53;0;51.95;
2013-08-27;53;53;53;53;0;51.95;
2013-08-26;53;53;53;53;0;51.95;
2013-08-23;50.5;50.5;50.5;50.5;0;49.5;
2013-08-22;50.5;50.5;50.5;50.5;0;49.5;
2013-08-21;50.5;50.5;50.5;50.5;0;49.5;
2013-08-20;50.4;50.4;50.4;50.4;0;49.4;
2013-08-19;48;48;48;48;0;47.05;
2013-08-16;48;48;48;48;0;47.05;
2013-08-15;50;50;50;50;0;49.01;
2013-08-14;50;50;50;50;0;49.01;
2013-08-13;50;50;50;50;0;49.01;
2013-08-12;50;50;50;50;0;49.01;
2013-08-09;50;50;50;50;0;49.01;
2013-08-08;50;50;50;50;0;49.01;
2013-08-07;50;50;50;50;0;49.01;
2013-08-06;50;50;50;50;0;49.01;
2013-08-05;50;50;50;50;0;49.01;
2013-08-02;49.8;50;49.8;50;0;49.01;
2013-08-01;50;50;50;50;0;49.01;
2013-07-31;50;50;50;50;0;49.01;
2013-07-30;50;50;50;50;0;49.01;
2013-07-29;50;50;50;50;0;49.01;
2013-07-26;50;50;50;50;0;49.01;
2013-07-25;52.5;52.5;49.8;49.8;3000;48.81;
2013-07-24;50.2;50.2;50.2;50.2;1500;49.21;
2013-07-23;48;48;48;48;0;47.05;
2013-07-22;48;48;48;48;2200;47.05;
2013-07-19;50.5;50.5;50.5;50.5;400;49.5;
2013-07-18;53;53;50.5;50.5;2000;49.5;
2013-07-17;53.5;53.5;51.5;51.5;1400;50.48;
2013-07-16;51;51;51;51;0;49.99;
2013-07-15;51;51;51;51;0;49.99;
2013-07-12;51;51;51;51;0;49.99;
2013-07-11;53.2;53.2;53.2;53.2;0;52.15;
2013-07-10;53.2;53.2;53.2;53.2;0;52.15;
2013-07-09;61.75;61.75;55.95;55.95;0;54.84;
2013-07-08;58.85;58.85;58.85;58.85;0;57.68;
2013-07-05;58.85;58.85;58.85;58.85;0;57.68;
2013-07-04;56.1;56.1;56.1;56.1;0;54.99;
2013-07-03;56.1;56.1;56.1;56.1;0;54.99;
2013-07-02;59;59;59;59;0;57.83;
2013-07-01;58;60;58;59;0;57.83;
2013-06-28;59;59;59;59;0;57.83;
2013-06-27;59;59;59;59;0;57.83;
2013-06-26;56.9;56.9;56.9;56.9;0;55.77;
2013-06-25;59.85;59.85;59.85;59.85;0;58.66;
2013-06-24;59.85;59.85;59.85;59.85;0;58.66;
2013-06-21;54.3;54.3;54.3;54.3;0;53.22;
2013-06-20;54.3;54.3;54.3;54.3;0;53.22;
2013-06-19;54.3;54.3;54.3;54.3;0;53.22;
2013-06-18;54.3;54.3;54.3;54.3;0;53.22;
2013-06-17;54.3;54.3;54.3;54.3;0;53.22;
2013-06-14;54.3;54.3;54.3;54.3;0;53.22;
2013-06-13;54.3;54.3;54.3;54.3;0;53.22;
2013-06-12;54.35;54.35;54.3;54.3;0;53.22;
2013-06-11;51.8;51.8;51.8;51.8;0;50.77;
2013-06-10;51.8;51.8;51.8;51.8;0;50.77;
2013-06-07;54;54;54;54;0;52.93;
2013-06-06;54.3;54.3;54.3;54.3;0;53.22;
2013-06-05;54.3;54.3;54.3;54.3;0;53.22;
2013-06-04;54.3;54.3;54.3;54.3;0;53.22;
2013-06-03;54.3;54.3;54.3;54.3;0;53.22;
2013-05-31;54.3;54.3;54.3;54.3;0;53.22;
2013-05-30;54.3;54.3;54.3;54.3;0;53.22;
2013-05-29;54.3;54.3;54.3;54.3;0;53.22;
2013-05-28;51.8;51.8;51.8;51.8;0;50.77;
2013-05-27;51.8;51.8;51.8;51.8;0;50.77;
2013-05-24;51.8;51.8;51.8;51.8;0;50.77;
2013-05-23;51.8;51.8;51.8;51.8;0;50.77;
2013-05-22;51.8;51.8;51.8;51.8;0;50.77;
2013-05-21;51.8;51.8;51.8;51.8;0;50.77;
2013-05-20;51.8;51.8;51.8;51.8;0;50.77;
2013-05-17;52.3;52.3;52.3;52.3;0;51.26;
2013-05-16;52.3;52.3;52.3;52.3;0;51.26;
2013-05-15;52.3;52.3;52.3;52.3;0;51.26;
2013-05-14;52.3;52.3;52.3;52.3;0;51.26;
2013-05-13;55;55;55;55;0;53.91;
2013-05-10;55;55;55;55;0;53.91;
2013-05-09;55;55;55;55;0;53.91;
2013-05-08;55;55;55;55;0;53.91;
2013-05-07;55;55;55;55;0;53.91;
2013-05-06;55.15;55.15;55.15;55.15;0;54.06;
2013-05-03;55.15;55.15;55.15;55.15;0;54.06;
2013-05-02;61;61;58;58;0;56.85;
2013-05-01;61;61;61;61;0;59.79;
2013-04-30;63.9;63.9;61;61;200;59.79;
2013-04-29;64;64;64;64;0;62.73;
2013-04-26;58.1;64;58.1;64;100;62.73;
2013-04-25;61.15;61.15;61.15;61.15;0;59.94;
2013-04-24;61.15;61.15;61.15;61.15;0;59.94;
2013-04-23;61.15;61.15;61.15;61.15;0;59.94;
2013-04-22;61.15;61.15;61.15;61.15;0;59.94;
2013-04-19;61.15;61.15;61.15;61.15;0;59.94;
2013-04-18;61.15;61.15;61.15;61.15;0;59.94;
2013-04-17;61.15;61.15;61.15;61.15;0;59.94;
2013-04-16;61.15;61.15;61.15;61.15;0;59.94;
2013-04-15;61.15;61.15;61.15;61.15;0;59.94;
2013-04-12;61.15;61.15;61.15;61.15;0;59.94;
2013-04-11;58.25;58.25;58.25;58.25;0;57.1;
2013-04-10;55.5;55.5;55.5;55.5;0;54.4;
2013-04-09;53.8;53.8;53.8;53.8;0;52.73;
2013-04-08;53.8;53.8;53.8;53.8;0;52.73;
2013-04-05;53.8;53.8;53.8;53.8;0;52.73;
2013-04-04;53.55;56.95;53.55;56.25;100;55.14;
2013-04-03;54.2;56.5;54.1;56.1;400;54.99;
2013-04-02;56.9;56.95;56.9;56.9;300;55.77;
2013-04-01;54.8;55.7;54.8;55.7;200;54.6;
2013-03-29;53.05;53.05;53.05;53.05;0;52;
2013-03-28;54.8;57.55;53;53.05;1700;52;
2013-03-27;55;55;55;55;0;53.91;
2013-03-26;55;55;55;55;200;53.91;
2013-03-25;52.8;56;52.8;55.1;800;54.01;
2013-03-22;52;54.45;52;54;3000;52.93;
2013-03-21;51.9;51.9;51.9;51.9;0;50.87;
2013-03-20;50.6;55;50.6;51.9;1200;50.87;
2013-03-19;55;55.9;52.7;52.75;1000;51.71;
2013-03-18;53;54.9;51.5;53.7;1600;52.64;
2013-03-15;56;56;52.65;52.65;100;51.61;
2013-03-14;50.8;54.25;50.8;54.25;30500;53.18;
2013-03-13;53.65;54;51.7;51.7;1200;50.68;
2013-03-12;54;54;51.5;52.35;1200;51.31;
2013-03-11;53.75;54.75;52.05;52.9;1900;51.85;
2013-03-08;56;56;54;54;400;52.93;
2013-03-07;54.95;55.9;52.2;55.9;0;54.79;
2013-03-06;53.6;53.75;52;53.4;900;52.34;
2013-03-05;54;55;51.2;51.2;800;50.19;
2013-03-04;55;55;53.1;53.1;100;52.05;
2013-03-01;53.05;56.2;53.05;55.75;18600;54.65;
2013-02-28;56.6;56.6;54.2;54.25;500;53.18;
2013-02-27;55.25;57.25;54.6;54.6;300;53.52;
2013-02-26;55;57.8;54.5;55.5;2600;54.4;
2013-02-25;58;58;55;55.05;800;53.96;
2013-02-22;58.25;58.25;55.5;56.3;1900;55.19;
2013-02-21;55.5;55.5;55.5;55.5;1700;54.4;
2013-02-20;52.9;52.9;52.9;52.9;400;51.85;
2013-02-19;50.4;50.4;50.4;50.4;600;49.4;
2013-02-18;47.95;48;47.95;48;700;47.05;
2013-02-15;45.75;45.75;43.5;45.75;300;44.84;
2013-02-14;47.8;47.8;43.6;43.6;600;42.74;
2013-02-13;44.95;45.55;44.95;45.55;200;44.65;
2013-02-12;45;45.65;43.4;43.4;900;42.54;
2013-02-11;42.4;43.5;42.4;43.5;200;42.64;
2013-02-08;43.2;44.7;43.2;44.2;43700;43.32;
2013-02-07;45;45.2;43.2;43.6;600;42.74;
2013-02-06;46.8;46.8;44.2;44.2;400;43.32;
2013-02-05;44;46;44;45.75;600;44.84;
2013-02-04;45.05;45.1;44;44;800;43.13;
2013-02-01;44;44;43;43;1000;42.15;
2013-01-31;43.8;43.8;43.8;43.8;0;42.93;
2013-01-30;43.85;43.85;43.8;43.8;0;42.93;
2013-01-29;44.5;44.5;44.5;44.5;0;43.62;
2013-01-28;47.95;47.95;44.5;44.5;0;43.62;
2013-01-25;42.2;45.7;42.2;45.7;200;44.8;
2013-01-24;42;45.5;42;43.55;600;42.69;
2013-01-23;43.3;45.15;42.8;43.45;3000;42.59;
2013-01-22;43.35;43.35;43;43;300;42.15;
2013-01-21;43.4;46;43.4;44.55;1200;43.67;
2013-01-18;44.7;44.75;44.1;44.1;600;43.23;
2013-01-17;45.55;45.55;45.55;45.55;200;44.65;
2013-01-16;46;46;45.3;45.5;600;44.6;
2013-01-15;47.45;47.5;47.45;47.5;0;46.56;
2013-01-14;47.2;49.7;47.2;49.7;200;48.72;
2013-01-11;47.2;49.2;47.2;47.4;900;46.46;
2013-01-10;50.15;53.9;49.55;49.65;1100;48.67;
2013-01-09;47.25;52.15;47.25;52.15;11200;51.12;
2013-01-08;52.25;52.95;49.7;49.7;1000;48.72;
2013-01-07;54.8;54.9;52.3;52.3;700;51.26;
2013-01-04;57.6;57.85;55;55;1600;53.91;
2013-01-03;61.8;61.8;56.15;57.85;21100;56.7;
2013-01-02;58.9;58.9;58.9;58.9;11500;57.73;
2013-01-01;56.1;56.1;56.1;56.1;11400;54.99;
2012-12-31;52.5;53.45;52.5;53.45;11300;52.39;
2012-12-28;50.9;50.95;49;50.95;13200;49.94;
2012-12-27;49.35;49.45;47.9;48.55;17000;47.59;
