1;18;10;2000;;;;;;1.3727272727272728;;;;0;;;;;;;;;;0.13596254276967404;0.7657200811359026;0;0.7657200811359026;;50;;;0;0;;
2;19;10;2000;;;;;0;2.4958677685950414;;;;0;;;;0;0;;;1000;;0.12595929262595928;0.8206521739130436;0;0.8206521739130436;;50;;;0;0;;0
3;20;10;2000;;;;;0;3.4148009015777614;;;;0;;;;0;0;;;1000;;0.12595929262595928;0.7727737973387923;0;0.7727737973387923;;50;;;0;0;;0
4;23;10;2000;;;;;0;4.166655283109078;;;;0;;;;0;0;;;1000;;0.12595929262595928;0.7939011566771819;0;0.7939011566771819;;50;;;0;0;;0
5;24;10;2000;;;;;0;4.781808867998336;;;;0;;;;0;0;;;1000;;0.13341579784414206;0.8014861995753715;0;0.8014861995753715;;50;;;0;0;;0
6;25;10;2000;;100;;;0;5.285116346544093;;;;0;;;;0;0;;;1000;;0.13341579784414206;0.8092175777063236;0;0.8092175777063236;;50;;;0;0;;0
7;26;10;2000;;100;;;0;5.696913374445168;;;;0;;;;0;0;;;1000;;0.13341579784414206;0.8135775862068966;0;0.8135775862068966;;50;;;0;0;;0
8;27;10;2000;;100;;;0;6.0338382154551375;;;;0;;;;0;0;;;1000;;0.13341579784414206;0.8135775862068966;0;0.8135775862068966;;50;;;0;0;;0
9;30;10;2000;;100;;;0;6.309503994463294;;;;0;;;;0;0;;;1000;;0.13341579784414206;0.8170995670995671;0;0.8170995670995671;;50;;;0;0;;0
10;31;10;2000;;100;;;0;6.535048722742696;;;;0;;;;0;0;;;1000;;0.13341579784414206;0.8092175777063236;0;0.8092175777063236;;50;;;0;0;;0
11;1;11;2000;;100;100.00000000000003;;0;6.71958531860766;;;;0;-3658549197290283500;;;0;0;-6.71958531860766;;1000;;0.13511095204008589;0.8092175777063236;0;0.8092175777063236;;50;;;0;0;;0
12;2;11;2000;;100;100.00000000000003;;0;6.87056980613354;;;;0;-3658549197290283500;;;0;0;-6.87056980613354;;1000;;0.13511095204008589;0.7939011566771819;0;0.7939011566771819;;50;;;0;0;;0
13;3;11;2000;;100;100.00000000000003;;0;6.994102568654714;;;;0;-3658549197290283500;;;0;0;-6.994102568654714;;1000;;0.13511095204008589;0.7831950207468878;0;0.7831950207468878;;50;;;0;0;;0
14;6;11;2000;;100;100.00000000000003;;0;7.095174828899312;;;;0;-3658549197290283500;;;0;0;-7.095174828899312;;1000;;0.13511095204008589;0.8170995670995671;0;0.8170995670995671;;50;;;0;0;;0
15;7;11;2000;100;100;100.00000000000003;0;0;7.177870314553982;0;0;0;0;-3469648212920021000;0;-92.45000000000003;0;0;-7.177870314553982;50;1000;;0.12595929262595928;0.7939011566771819;0;0.7939011566771819;0;0;0;0;0;0;0;0
16;8;11;2000;100;100;100.00000000000003;0;0;7.245530257362349;0.151;0;0;0;-3469648212920021000;0;-92.45000000000003;0;0;-7.245530257362349;50;1000;;0.12835770146208772;0.7905759162303664;0;0.7905759162303664;0;0;0;1.1430028061377606e-59;0;0;0;0
17;9;11;2000;100;100;100.00000000000003;0;0;7.300888392387376;0.151;0;0;0;-3469648212920021000;0;-92.45000000000003;0;0;-7.300888392387376;50;1000;;0.1262119692410565;0.8092175777063236;0;0.8092175777063236;0;0;0;1.1430028061377606e-59;0;0;0;0
18;10;11;2000;100;100;100.00000000000003;0;0;7.3461814119533075;0.151;0;0;0;-3469648212920021000;0;-92.45000000000003;0;0;-7.3461814119533075;50;1000;;0.11689115962223254;0.7980972515856236;0;0.7980972515856236;0;0;0;1.1430028061377606e-59;0;0;0;0
19;13;11;2000;100;100;100.00000000000003;0;0;7.383239337052706;0.151;0;0;0;-3469648212920021000;0;-92.45000000000003;0;0;-7.383239337052706;50;1000;;0.12682681001175877;0.7980972515856236;0;0.7980972515856236;0;0;0;1.1430028061377606e-59;0;0;0;0
