1;0;0;0;0;1;1;2001
2;1;4;0;0;2;1;2001
3;0;-7;0;1;3;1;2001
4;-5;15;0;-1;4;1;2001
5;5;-12;0;2;5;1;2001
6;-5;-2;0;0;6;1;2001
7;6;-6;0;-6;7;1;2001
8;-2;10;0;3;8;1;2001
9;0;4;0;3;9;1;2001
10;0;-12;0;-2;10;1;2001
11;1;5;0;-2;11;1;2001
12;-3;4;-1;3;12;1;2001
13;4;-10;2;-1;13;1;2001
14;-1;9;-1;0;14;1;2001
15;-2;1;0;2;15;1;2001
16;2;-9;0;-2;16;1;2001
17;-2;8;0;1;17;1;2001
18;1;-2;0;-2;18;1;2001
19;3;-11;0;1;19;1;2001
20;-4;16;0;-1;20;1;2001
21;1;-3;0;-1;21;1;2001
22;-1;0;-1;0;22;1;2001
23;-1;15;2;1;23;1;2001
24;3;-20;-1;3;25;1;2001
25;-1;-4;0;-2;26;1;2001
26;0;6;0;1;27;1;2001
27;1;6;-1;-1;28;1;2001
28;-1;-10;2;0;29;1;2001
29;2;3;-1;0;30;1;2001
30;-3;16;0;-2;1;2;2001
31;2;-15;0;1;2;2;2001
32;-2;-1;0;2;3;2;2001
33;1;-1;-1;0;4;2;2001
34;1;-10;2;-1;5;2;2001
35;-3;18;-1;1;6;2;2001
36;3;-11;-1;-2;7;2;2001
37;-1;8;1;0;8;2;2001
38;0;-3;0;0;9;2;2001
39;1;3;1;1;10;2;2001
40;0;-1;-1;0;11;2;2001
41;-1;4;0;3;12;2;2001
42;0;-8;0;-3;13;2;2001
43;-2;9;0;0;14;2;2001
44;5;-17;0;1;15;2;2001
45;-3;10;-1;-1;16;2;2001
46;2;-2;2;-1;17;2;2001
47;-1;-2;-1;1;18;2;2001
48;-4;17;0;0;20;2;2001
49;4;-6;0;-2;21;2;2001
50;-5;5;0;3;22;2;2001
51;5;-28;0;0;23;2;2001
52;-1;17;0;-4;24;2;2001
53;0;6;0;2;25;2;2001
54;0;1;0;2;26;2;2001
55;1;-16;0;2;27;2;2001
56;0;4;0;1;28;2;2001
57;-1;4;0;-5;1;3;2001
58;0;5;0;-1;2;3;2001
59;1;-6;0;4;3;3;2001
60;0;-5;-1;-4;4;3;2001
61;-2;11;2;-1;5;3;2001
62;0;-6;-1;4;8;3;2001
63;3;-1;0;-1;9;3;2001
64;-3;2;0;-1;10;3;2001
65;0;6;0;3;11;3;2001
66;3;-13;0;-3;12;3;2001
67;0;0;0;-1;13;3;2001
68;-4;14;0;3;14;3;2001
69;1;0;0;0;15;3;2001
70;1;-4;0;-3;16;3;2001
71;1;-8;0;0;17;3;2001
72;-1;4;0;4;18;3;2001
73;2;-7;0;0;19;3;2001
74;-4;19;0;-3;20;3;2001
75;3;-9;0;-1;21;3;2001
76;-3;5;0;1;22;3;2001
77;3;-5;0;0;23;3;2001
78;-1;-7;0;1;26;3;2001
79;0;8;0;-1;27;3;2001
80;1;5;0;3;28;3;2001
81;-3;3;0;-1;30;3;2001
82;5;-22;0;0;2;4;2001
83;-4;9;0;1;4;4;2001
84;1;6;0;-3;6;4;2001
85;3;-12;0;0;7;4;2001
86;-3;9;0;-2;8;4;2001
87;-4;15;0;7;11;4;2001
88;6;-20;0;-5;12;4;2001
89;-2;19;0;2;13;4;2001
90;-1;-11;0;1;14;4;2001
91;2;-13;0;-2;15;4;2001
92;-3;16;0;-5;19;4;2001
93;5;-29;0;6;23;4;2001
94;-2;24;-1;-1;24;4;2001
95;-2;7;2;-2;25;4;2001
96;-4;8;-1;5;26;4;2001
97;4;-9;0;-4;27;4;2001
98;3;-16;0;0;29;4;2001
99;0;6;0;4;30;4;2001
100;-3;5;0;-3;1;5;2001
101;4;-12;0;-5;2;5;2001
102;-3;18;0;4;3;5;2001
103;0;-16;0;2;4;5;2001
104;-1;17;0;1;5;5;2001
105;2;-10;0;-2;6;5;2001
106;-1;-2;0;-2;7;5;2001
107;-2;10;0;1;8;5;2001
108;5;-17;0;1;11;5;2001
109;-2;3;0;-2;13;5;2001
110;0;6;0;2;14;5;2001
111;0;2;0;2;15;5;2001
112;-2;5;0;-2;17;5;2001
113;-1;2;0;0;18;5;2001
114;1;-8;0;1;19;5;2001
115;2;-2;0;-4;20;5;2001
116;1;-4;0;4;21;5;2001
117;-4;17;0;-1;22;5;2001
118;0;-4;0;-1;23;5;2001
119;3;-15;0;0;24;5;2001
120;2;1;0;0;25;5;2001
121;-4;10;0;3;26;5;2001
122;2;-8;0;-2;27;5;2001
123;0;3;0;-2;28;5;2001
124;-5;16;0;3;30;5;2001
125;3;-10;0;1;1;6;2001
126;4;-19;-1;-1;2;6;2001
127;-2;12;2;0;3;6;2001
128;-4;21;-1;1;4;6;2001
129;1;-16;0;-8;6;6;2001
130;4;-6;0;6;7;6;2001
131;-2;7;0;-1;8;6;2001
132;1;-8;0;2;9;6;2001
133;1;-3;0;-2;10;6;2001
134;0;3;0;1;11;6;2001
